IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Region,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,CIV,Cote d'Ivoire,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,CPV,Cabo Verde,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,KHM,Cambodia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,CMR,Cameroon,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,CAF,Central African Republic,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,TCD,Chad,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,COM,Comoros,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,COG,Congo,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,COK,Cook Islands,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,BLR,Belarus,Eastern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,COD,Democratic Republic of the Congo,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,DMA,Dominica,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,GNQ,Equatorial Guinea,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,ERI,Eritrea,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,SWZ,Eswatini,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,GAB,Gabon,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,GMB,Gambia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,GHA,Ghana,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,BEL,Belgium,Western Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Don't know,869,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,GRD,Grenada,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,GNB,Guinea-Bissau,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,GUY,Guyana,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,HTI,Haiti,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,HND,Honduras,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,KEN,Kenya,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,KIR,Kiribati,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Southern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,BGR,Bulgaria,Eastern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,LSO,Lesotho,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,LBR,Liberia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EMR,Eastern Mediterranean,Country,LBY,Libya,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,HRV,Croatia,Southern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,MDG,Madagascar,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,MWI,Malawi,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,SEAR,South-East Asia,Country,MDV,Maldives,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,MLI,Mali,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,CYP,Cyprus,Southern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Don't know,869,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,MHL,Marshall Islands,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,MRT,Mauritania,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,MUS,Mauritius,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,CZE,Czech Republic,Eastern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,MNG,Mongolia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,DNK,Denmark,Northern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EMR,Eastern Mediterranean,Country,MAR,Morocco,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,MOZ,Mozambique,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,SEAR,South-East Asia,Country,MMR,Myanmar,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,NAM,Namibia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,NRU,Nauru,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,SEAR,South-East Asia,Country,NPL,Nepal,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,NZL,New Zealand,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,NIC,Nicaragua,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,NER,Niger,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,NGA,Nigeria,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,NIU,Niue,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,EST,Estonia,Northern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EMR,Eastern Mediterranean,Country,OMN,Oman,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,PNG,Papua New Guinea,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,PRY,Paraguay,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,FIN,Finland,Northern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,LCA,Saint Lucia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,WSM,Samoa,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,FRA,France,Western Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,STP,Sao Tome and Principe,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,SEN,Senegal,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,SYC,Seychelles,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,AFR,Africa,Country,SLE,Sierra Leone,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EUR,Europe,Country,GEO,Georgia,Eastern Europe,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,WPR,Western Pacific,Country,SLB,Solomon Islands,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,text,EMR,Eastern Mediterranean,Country,SOM,Somalia,,Year,2021,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2022-04-24T16:00:00.000Z
